instance;best_makespan;opt_or_unsat_certified;time
J10076_4.mm2;62;no;600
J10076_5.mm2;56;no;600
J10077_1.mm2;59;yes;24,83
J10077_2.mm2;64;yes;16,12
J10077_3.mm2;66;yes;15,72
J10077_4.mm2;52;yes;20,18
J10077_5.mm2;70;yes;10,51
J10078_1.mm2;57;yes;24,66
J10078_2.mm2;45;yes;31,04
J10078_3.mm2;51;yes;27,51
J10078_4.mm2;59;yes;19,28
J10078_5.mm2;50;yes;40,94
J10079_1.mm2;167;no;600
J10079_2.mm2;155;no;600
J10079_3.mm2;151;no;600
J10079_4.mm2;164;no;600
J10079_5.mm2;;no;600
J10080_1.mm2;131;no;600
J10080_2.mm2;112;no;600
J10080_3.mm2;116;no;600
J10080_4.mm2;128;no;600
J10080_5.mm2;97;no;600
J10081_1.mm2;106;no;600
J10081_2.mm2;91;no;600
J10081_3.mm2;85;no;600
J10081_4.mm2;91;no;600
J10081_5.mm2;102;no;600
J1008_1.mm2;51;no;600
J10082_1.mm2;99;no;600
J10082_2.mm2;74;no;600
J10082_3.mm2;98;no;600
J10082_4.mm2;120;no;600
J10082_5.mm2;117;no;600
J1008_2.mm2;53;no;600
J10083_1.mm2;83;no;600
J10083_2.mm2;89;no;600
J10083_3.mm2;79;no;600
J10083_4.mm2;93;no;600
J10083_5.mm2;100;no;600
J1008_3.mm2;67;no;600
J10084_1.mm2;86;no;600
J10084_2.mm2;90;no;600
J10084_3.mm2;91;no;600
J10084_4.mm2;104;no;600
J10084_5.mm2;87;no;600
J1008_4.mm2;57;no;600
J10085_1.mm2;;no;600
J10085_2.mm2;;no;600
J10085_3.mm2;;no;600
J10085_4.mm2;105;no;600
J10085_5.mm2;118;no;600
J1008_5.mm2;63;no;600
J10086_1.mm2;70;no;600
J10086_2.mm2;72;yes;18,19
J10086_3.mm2;67;no;600
J10086_4.mm2;68;yes;232,31
J10086_5.mm2;64;yes;278,84
J10087_1.mm2;50;yes;18,21
J10087_2.mm2;59;yes;20,44
J10087_3.mm2;59;yes;16,50
J10087_4.mm2;69;yes;15,55
J10087_5.mm2;55;yes;23,46
J10088_1.mm2;56;yes;18,47
J10088_2.mm2;49;yes;35,70
J10088_3.mm2;53;yes;267,63
J10088_4.mm2;50;yes;65,03
J10088_5.mm2;55;yes;17,21
J10089_1.mm2;52;yes;11,71
J10089_2.mm2;57;yes;11,23
J10089_3.mm2;53;yes;13,52
J10089_4.mm2;51;yes;15,59
J10089_5.mm2;63;yes;14,22
J10090_1.mm2;49;yes;19,18
J10090_2.mm2;57;yes;17,78
J10090_3.mm2;71;yes;21,30
J10090_4.mm2;52;yes;14,05
J10090_5.mm2;59;yes;11,17
J10091_1.mm2;;no;600
J10091_2.mm2;;no;600
J10091_3.mm2;124;no;600
J10091_4.mm2;112;no;600
J10091_5.mm2;;no;600
J1009_1.mm2;37;no;600
J10092_1.mm2;72;no;600
J10092_2.mm2;89;no;600
J10092_3.mm2;80;no;600
J10092_4.mm2;71;no;600
J10092_5.mm2;78;no;600
J1009_2.mm2;44;no;600
J10093_1.mm2;55;yes;40,00
J10093_2.mm2;57;yes;56,53
J10093_3.mm2;60;yes;45,97
J10093_4.mm2;60;yes;112,04
J10093_5.mm2;60;yes;81,92
J1009_3.mm2;38;no;600
J10094_1.mm2;61;no;600
J10094_2.mm2;58;yes;136,98
J10094_3.mm2;62;no;600
J10094_4.mm2;60;no;600
J10094_5.mm2;67;no;600
J1009_4.mm2;46;no;600
J10095_1.mm2;54;yes;86,88
J10095_2.mm2;50;yes;59,63
J10095_3.mm2;61;yes;46,01
J10095_4.mm2;55;yes;82,24
J10095_5.mm2;60;yes;69,95
J1009_5.mm2;41;no;600
J10096_1.mm2;51;yes;55,29
J10096_2.mm2;55;no;600
J10096_3.mm2;56;no;600
J10096_4.mm2;57;no;600
J10096_5.mm2;60;yes;66,83
J10097_1.mm2;;no;600
J10097_2.mm2;114;no;600
J10097_3.mm2;114;no;600
J10097_4.mm2;121;no;600
J10097_5.mm2;101;no;600
J10098_1.mm2;68;no;600
J10098_2.mm2;61;no;600
J10098_3.mm2;62;no;600
J10098_4.mm2;60;no;600
J10098_5.mm2;68;no;600
J10099_1.mm2;60;yes;10,56
J10099_2.mm2;50;yes;14,52
J10099_3.mm2;57;yes;18,00
J10099_4.mm2;57;yes;14,05
J10099_5.mm2;50;yes;50,24
