instance,horizon,variables,clauses,makespan,status,Solve time,timeout
j1014_8.mm,85,12638,69463,24,Optimal,0.80,No
j1014_9.mm,91,13642,77947,22,Optimal,0.48,No
j1015_1.mm,80,13676,68340,13,Optimal,0.46,No
j1015_10.mm,81,14136,70117,18,Optimal,0.83,No
j1015_2.mm,83,11984,63919,25,Optimal,0.42,No
j1015_3.mm,71,12688,58079,15,Optimal,0.33,No
j1015_4.mm,80,13811,69110,15,Optimal,0.86,No
j1015_5.mm,70,14681,63824,11,Optimal,0.44,No
j1015_6.mm,78,13548,66111,19,Optimal,0.43,No
j1015_7.mm,77,14623,68382,10,Optimal,0.87,No
j1015_8.mm,77,13133,65795,11,Optimal,0.43,No
j1015_9.mm,65,11970,53969,14,Optimal,0.36,No
j1016_1.mm,82,12650,67807,13,Optimal,0.87,No
j1016_10.mm,79,15137,67330,26,Optimal,0.36,No
j1016_2.mm,78,12084,62135,17,Optimal,0.33,No
j1016_3.mm,79,17069,74403,12,Optimal,0.48,No
j1016_4.mm,86,13983,72722,21,Optimal,0.87,No
j1016_5.mm,81,13091,65130,25,Optimal,0.33,No
j1016_6.mm,73,11077,56593,21,Optimal,0.36,No
j1016_7.mm,65,11032,51075,12,Optimal,0.27,No
j1016_8.mm,66,12659,56558,9,Optimal,0.80,No
j1016_9.mm,78,13754,67821,16,Optimal,0.41,No
j1018_1.mm,87,15269,77859,15,Optimal,0.46,No
j1018_10.mm,70,14344,62213,16,Optimal,0.86,No
j1018_2.mm,75,14098,64425,15,Optimal,0.39,No
j1018_3.mm,75,13525,63916,17,Optimal,0.40,No
j1018_4.mm,85,14337,73430,19,Optimal,0.44,No
j1018_5.mm,71,11144,56794,14,Optimal,0.34,No
j1018_6.mm,82,18194,79677,15,Optimal,1.03,No
j1018_7.mm,72,12390,60121,12,Optimal,0.32,No
j1018_8.mm,85,16723,78768,16,Optimal,0.48,No
j1018_9.mm,81,15177,70496,14,Optimal,-0.14,No
j1019_1.mm,79,15389,73549,13,Optimal,0.77,No
j1019_10.mm,92,18091,88950,11,Optimal,0.56,No
j1019_2.mm,76,17223,72157,15,Optimal,0.38,No
j1019_3.mm,78,9860,57764,16,Optimal,0.35,No
j1019_4.mm,80,15926,71975,15,Optimal,1.04,No
j1019_5.mm,88,18840,85239,13,Optimal,0.54,No
j1019_6.mm,79,15563,71632,17,Optimal,0.45,No
j1019_7.mm,76,15199,69483,14,Optimal,0.45,No
j1019_8.mm,75,11892,59084,15,Optimal,0.91,No
j1019_9.mm,80,12490,64820,12,Optimal,0.43,No
j1020_1.mm,77,14753,67478,12,Optimal,0.44,No
j1020_10.mm,78,14927,69901,10,Optimal,0.45,No
j1020_2.mm,68,12037,53836,18,Optimal,0.31,No
j1020_3.mm,84,15013,73198,21,Optimal,1.13,No
j1020_4.mm,67,11855,51976,17,Optimal,0.29,No
j1020_5.mm,79,12683,64693,12,Optimal,0.74,No
j1020_6.mm,85,16358,77583,20,Optimal,0.55,No
j1020_8.mm,79,14765,69985,12,Optimal,0.42,No
j1020_9.mm,67,12152,54807,9,Optimal,0.28,No
j1021_1.mm,71,16631,65003,27,Optimal,1.19,No
j1021_10.mm,83,17279,76862,26,Optimal,0.51,No
j1021_2.mm,69,12027,58293,23,Optimal,0.39,No
j1021_3.mm,83,13515,65710,37,Optimal,0.45,No
j1021_4.mm,82,17834,76723,23,Optimal,0.50,No
j1021_5.mm,82,13373,65951,35,Optimal,1.20,No
j1021_6.mm,78,14213,66566,29,Optimal,0.48,No
j1021_7.mm,73,13794,63550,24,Optimal,0.47,No
j1021_8.mm,82,14015,70940,23,Optimal,0.50,No
j1021_9.mm,85,15511,76516,25,Optimal,0.52,No
j1022_1.mm,82,12259,67603,21,Optimal,0.42,No
j1022_10.mm,79,19633,78864,19,Optimal,1.27,No
j1022_2.mm,75,15524,68529,15,Optimal,0.45,No
j1022_3.mm,90,20797,91579,23,Optimal,0.57,No
j1022_4.mm,79,17059,72910,16,Optimal,0.46,No
j1022_5.mm,82,15716,72656,15,Optimal,0.49,No
j1022_6.mm,82,22958,88677,16,Optimal,1.44,No
j1022_7.mm,76,13568,64138,12,Optimal,0.40,No
j1022_8.mm,76,14338,64187,19,Optimal,0.42,No
j1022_9.mm,82,16846,74826,19,Optimal,0.50,No
j1023_1.mm,77,16225,71242,15,Optimal,0.46,No
j1023_10.mm,79,15705,71336,16,Optimal,0.46,No
j1023_2.mm,75,15617,66435,15,Optimal,1.23,No
j1023_3.mm,84,16578,76921,16,Optimal,0.48,No
j1023_4.mm,91,15065,81848,21,Optimal,0.52,No
j1023_5.mm,88,21883,92993,14,Optimal,0.60,No
j1023_6.mm,79,16572,72283,19,Optimal,0.47,No
j1023_8.mm,82,15988,72784,18,Optimal,0.47,No
j1023_9.mm,76,13986,64245,13,Optimal,1.33,No
j1024_1.mm,70,16335,67636,8,Optimal,0.46,No
j1024_10.mm,84,18124,82479,15,Optimal,0.53,No
j1024_2.mm,74,17685,70959,14,Optimal,0.40,No
j1024_3.mm,76,14452,66603,10,Optimal,-0.60,No
j1024_4.mm,73,14603,63041,15,Optimal,0.35,No
j1024_5.mm,75,17317,71210,14,Optimal,0.38,No
j1024_6.mm,81,16182,73598,16,Optimal,1.47,No
j1024_7.mm,78,17111,71669,17,Optimal,0.39,No
j1024_8.mm,72,12358,57837,25,Optimal,0.30,No
j1024_9.mm,83,19639,82544,10,Optimal,0.52,No
j1026_1.mm,82,18816,78223,14,Optimal,0.50,No
j1026_10.mm,86,19343,83764,16,Optimal,0.55,No
j1026_2.mm,86,18438,83051,12,Optimal,0.52,No
j1026_3.mm,80,17431,74419,16,Optimal,1.49,No
j1026_4.mm,82,16126,73702,16,Optimal,0.48,No
j1026_5.mm,83,16075,74030,18,Optimal,0.48,No
j1026_6.mm,85,21134,82966,18,Optimal,0.54,No
j1026_7.mm,89,22008,94217,14,Optimal,0.60,No
j1026_8.mm,80,21332,83336,15,Optimal,0.54,No
j1026_9.mm,75,19609,76398,11,Optimal,0.51,No
j1027_1.mm,72,18142,70020,15,Optimal,1.50,No
j1027_10.mm,69,17380,65370,14,Optimal,0.38,No
j1027_2.mm,81,19545,81001,12,Optimal,0.54,No
j1027_3.mm,73,14139,61608,15,Optimal,0.33,No
j1027_4.mm,81,16616,74009,15,Optimal,0.48,No
j1027_5.mm,88,22623,93490,18,Optimal,0.62,No
j1027_6.mm,79,18365,76162,14,Optimal,0.50,No
j1027_7.mm,71,17839,67584,10,Optimal,0.38,No
j1027_8.mm,80,21910,83500,12,Optimal,1.76,No
j1027_9.mm,88,22159,91416,15,Optimal,0.62,No
j1028_1.mm,84,20393,85416,19,Optimal,0.57,No
j1028_10.mm,82,16504,72925,18,Optimal,0.49,No
j1028_2.mm,86,21189,88713,24,Optimal,0.61,No
j1028_3.mm,74,18307,72584,20,Optimal,0.41,No
j1028_4.mm,79,20117,78288,16,Optimal,0.53,No
j1028_5.mm,91,20876,90669,18,Optimal,1.81,No
j1028_6.mm,85,16004,79199,9,Optimal,0.50,No
j1028_7.mm,88,25168,96519,15,Optimal,0.65,No
j1028_8.mm,78,18650,76253,16,Optimal,0.51,No
j1028_9.mm,73,13915,62729,12,Optimal,0.34,No
j1029_1.mm,76,20113,78858,20,Optimal,0.54,No
j1029_10.mm,84,19307,81952,28,Optimal,0.55,No
j1029_2.mm,77,16694,70991,19,Optimal,0.46,No
j1029_3.mm,83,19742,81776,24,Optimal,0.59,No
j1029_4.mm,73,21047,77147,23,Optimal,1.90,No
j1029_5.mm,82,19542,80414,25,Optimal,0.56,No
j1029_6.mm,79,19438,77583,27,Optimal,0.53,No
j1029_7.mm,81,17320,75865,28,Optimal,0.55,No
j1029_8.mm,85,21190,87314,23,Optimal,0.71,No
j1029_9.mm,84,20321,85085,23,Optimal,0.58,No
j102_10.mm,82,7803,61202,33,Optimal,0.50,No
j102_2.mm,86,10799,67954,20,Optimal,0.49,No
j102_4.mm,74,9988,56625,18,Optimal,0.36,No
j102_5.mm,76,10562,61074,16,Optimal,0.72,No
j102_6.mm,76,7720,53258,16,Optimal,0.34,No
j102_7.mm,79,7705,55717,25,Optimal,0.37,No
j102_9.mm,83,10501,66792,17,Optimal,0.42,No
j1030_1.mm,83,21623,85134,16,Optimal,0.59,No
j1030_10.mm,62,15225,56322,17,Optimal,0.32,No
j1030_2.mm,80,20634,80702,17,Optimal,0.54,No
j1030_3.mm,69,18054,68252,17,Optimal,0.38,No
j1030_4.mm,75,18321,71827,12,Optimal,0.48,No
j1030_5.mm,86,20870,82148,28,Optimal,0.55,No
j1030_6.mm,88,18765,82741,22,Optimal,0.52,No
j1030_7.mm,75,20158,77058,15,Optimal,2.07,No
j1030_8.mm,83,24555,92011,14,Optimal,0.63,No
j1030_9.mm,76,17626,71856,15,Optimal,0.49,No
j1031_1.mm,84,20410,84243,17,Optimal,0.56,No
j1031_10.mm,81,16180,74365,13,Optimal,0.50,No
j1031_2.mm,82,17441,75320,15,Optimal,0.50,No
j1031_3.mm,72,23739,81916,15,Optimal,0.46,No
j1031_4.mm,84,18849,78866,18,Optimal,0.51,No
j1031_5.mm,83,27200,96408,15,Optimal,0.65,No
j1031_6.mm,84,20242,84176,20,Optimal,2.17,No
j1031_7.mm,66,18404,66513,14,Optimal,0.40,No
j1031_8.mm,88,27065,99652,16,Optimal,0.70,No
j1031_9.mm,89,30511,110653,15,Optimal,0.75,No
j1032_1.mm,84,21368,83447,17,Optimal,0.57,No
j1032_10.mm,74,20539,74846,13,Optimal,0.42,No
j1032_2.mm,71,14603,63536,12,Optimal,0.42,No
j1032_3.mm,86,20295,85675,19,Optimal,0.57,No
j1032_4.mm,68,16925,64988,12,Optimal,0.38,No
j1032_5.mm,77,19217,74177,11,Optimal,0.50,No
j1032_6.mm,88,25176,95837,17,Optimal,0.64,No
j1032_7.mm,86,23628,92819,16,Optimal,2.30,No
j1032_8.mm,72,20024,74456,12,Optimal,0.41,No
j1032_9.mm,74,17761,70707,15,Optimal,0.38,No
j1034_1.mm,79,26384,91052,23,Optimal,0.64,No
j1034_10.mm,80,26336,92392,18,Optimal,0.79,No
j1034_2.mm,75,28422,92734,12,Optimal,0.64,No
j1034_3.mm,74,22084,79685,25,Optimal,0.71,No
j1034_4.mm,73,21993,80239,23,Optimal,0.80,No
j1034_5.mm,76,23528,84870,22,Optimal,0.68,No
j1034_6.mm,92,30729,114333,30,Optimal,2.79,No
j1034_7.mm,77,21318,76267,26,Optimal,0.51,No
j1034_8.mm,80,24425,88780,19,Optimal,0.70,No
j1034_9.mm,84,28702,102059,26,Optimal,-0.24,No
j1035_1.mm,86,26852,101245,28,Optimal,0.79,No
j1035_10.mm,82,31337,104905,20,Optimal,0.74,No
j1035_2.mm,78,25637,90343,32,Optimal,1.00,No
j1035_3.mm,90,25317,99176,34,Optimal,0.90,No
j1035_4.mm,83,28206,99211,23,Optimal,0.80,No
j1035_5.mm,85,27239,99129,24,Optimal,0.72,No
j1035_6.mm,80,23692,88128,19,Optimal,2.57,No
j1035_7.mm,74,22811,80151,22,Optimal,0.72,No
j1035_8.mm,85,24013,90680,28,Optimal,0.89,No
j1035_9.mm,76,24314,85003,18,Optimal,0.61,No
j1036_1.mm,75,22886,78815,32,Optimal,0.53,No
j1036_10.mm,84,23146,91254,33,Optimal,0.96,No
j1036_2.mm,83,24401,92665,26,Optimal,0.96,No
j1036_3.mm,79,26532,92283,17,Optimal,0.81,No
j1036_4.mm,88,30822,109630,22,Optimal,0.89,No
j1036_5.mm,64,20742,70181,23,Optimal,0.73,No
j1036_6.mm,75,26968,90411,21,Optimal,2.69,No
j1036_7.mm,83,26496,95913,25,Optimal,0.69,No
j1036_8.mm,76,26295,91624,23,Optimal,0.65,No
j1037_1.mm,82,25202,91613,36,Optimal,0.69,No
j1037_10.mm,91,29624,109861,40,Optimal,1.15,No
j1037_2.mm,67,23883,80487,27,Optimal,0.72,No
j1037_3.mm,78,24848,88841,29,Optimal,0.64,No
j1037_4.mm,83,31237,106360,33,Optimal,1.03,No
j1037_5.mm,75,25032,86309,38,Optimal,0.99,No
j1037_6.mm,62,19954,65230,28,Optimal,0.50,No
j1037_7.mm,85,32416,110324,30,Optimal,0.89,No
j1037_8.mm,84,25809,96973,42,Optimal,0.95,No
j1037_9.mm,75,24188,85104,31,Optimal,3.47,No
j1038_1.mm,79,26369,88885,28,Optimal,0.61,No
j1038_10.mm,78,25860,89732,22,Optimal,0.73,No
j1038_2.mm,74,26032,86491,25,Optimal,-0.26,No
j1038_3.mm,88,31801,113152,25,Optimal,0.85,No
j1038_4.mm,90,33348,117981,27,Optimal,1.06,No
j1038_5.mm,72,24754,84301,22,Optimal,0.61,No
j1038_6.mm,75,27271,91079,24,Optimal,0.79,No
j1038_7.mm,88,30721,108283,32,Optimal,1.25,No
j1038_8.mm,79,25406,89768,31,Optimal,0.74,No
j1038_9.mm,83,28634,100763,31,Optimal,1.01,No
j1039_1.mm,72,26355,88903,21,Optimal,3.32,No
j1039_10.mm,78,24167,85672,31,Optimal,0.75,No
j1039_2.mm,74,25588,88032,18,Optimal,0.78,No
j1039_3.mm,78,26670,91032,28,Optimal,0.71,No
j1039_4.mm,77,25737,89807,17,Optimal,0.72,No
j1039_5.mm,78,25943,91000,30,Optimal,0.79,No
j1039_6.mm,88,25186,99378,24,Optimal,0.92,No
j1039_7.mm,77,27107,92611,17,Optimal,0.68,No
j1039_8.mm,86,26597,100865,23,Optimal,1.07,No
j1039_9.mm,84,31256,105158,24,Optimal,0.72,No
j103_10.mm,76,10770,60185,16,Optimal,0.37,No
j103_2.mm,83,10155,63788,13,Optimal,0.40,No
j103_3.mm,68,7579,48509,19,Optimal,0.33,No
j103_4.mm,71,6503,44405,23,Optimal,0.25,No
j103_5.mm,87,11344,73002,21,Optimal,0.54,No
j103_6.mm,84,10562,66706,29,Optimal,3.06,No
j103_7.mm,80,10214,61662,14,Optimal,0.41,No
j103_8.mm,78,9787,59399,24,Optimal,0.41,No
j103_9.mm,84,7578,61295,20,Optimal,0.49,No
j1040_1.mm,81,24021,89741,19,Optimal,0.79,No
j1040_10.mm,74,26298,88833,16,Optimal,0.67,No
j1040_2.mm,80,26308,95292,32,Optimal,0.88,No
j1040_3.mm,81,22965,85888,25,Optimal,0.82,No
j1040_5.mm,88,26320,101430,21,Optimal,0.90,No
j1040_6.mm,75,26696,90804,18,Optimal,0.66,No
j1040_7.mm,75,23731,84952,28,Optimal,0.86,No
j1040_8.mm,86,27050,100789,29,Optimal,1.16,No
j1040_9.mm,85,25678,97917,19,Optimal,0.79,No
j1042_1.mm,74,33973,104741,17,Optimal,-0.33,No
j1042_10.mm,86,38832,123081,12,Optimal,1.00,No
j1042_2.mm,74,35402,106509,15,Optimal,3.96,No
j1042_3.mm,81,33645,107272,25,Optimal,0.76,No
j1042_4.mm,75,34012,105683,14,Optimal,0.78,No
j1042_5.mm,76,34600,104999,20,Optimal,0.62,No
j1042_6.mm,80,41879,122871,12,Optimal,0.94,No
j1042_7.mm,82,34528,110965,26,Optimal,0.81,No
j1042_8.mm,75,29771,93042,18,Optimal,0.66,No
j1042_9.mm,70,47122,127508,12,Optimal,0.99,No
j1043_1.mm,77,34382,106637,18,Optimal,0.80,No
j1043_10.mm,76,36875,112053,16,Optimal,0.85,No
j1043_2.mm,86,40391,124588,15,Optimal,0.97,No
j1043_3.mm,83,40600,124438,17,Optimal,0.95,No
j1043_4.mm,72,39632,116342,15,Optimal,4.04,No
j1043_5.mm,79,37777,115178,19,Optimal,0.82,No
j1043_6.mm,82,39449,120351,16,Optimal,0.91,No
j1043_7.mm,76,36587,110284,12,Optimal,0.84,No
j1043_8.mm,76,38060,110252,21,Optimal,0.69,No
j1043_9.mm,77,36957,112591,11,Optimal,0.85,No
j1044_1.mm,89,36016,120270,18,Optimal,0.92,No
j1044_10.mm,78,45763,129509,13,Optimal,1.02,No
j1044_2.mm,82,36710,113109,16,Optimal,0.85,No
j1044_3.mm,95,45171,143944,20,Optimal,1.10,No
j1044_4.mm,85,35791,115833,24,Optimal,0.82,No
j1044_5.mm,73,26858,84461,24,Optimal,0.51,No
j1044_7.mm,69,33626,99666,15,Optimal,3.84,No
j1044_8.mm,86,43074,133012,16,Optimal,1.01,No
j1044_9.mm,64,32122,92658,17,Optimal,0.65,No
j1045_1.mm,79,29609,98956,27,Optimal,0.77,No
j1045_10.mm,76,33418,105450,25,Optimal,0.81,No
j1045_2.mm,80,39458,118471,20,Optimal,0.85,No
j1045_3.mm,68,34639,99463,18,Optimal,0.77,No
j1045_4.mm,77,46308,131319,19,Optimal,1.00,No
j1045_5.mm,83,38962,121369,28,Optimal,1.08,No
j1045_6.mm,77,29874,95804,23,Optimal,0.73,No
j1045_7.mm,86,45288,134389,31,Optimal,0.99,No
j1045_8.mm,76,30978,99497,23,Optimal,0.71,No
j1045_9.mm,73,38014,110069,24,Optimal,0.76,No
j1046_1.mm,86,37546,122374,24,Optimal,0.90,No
j1046_10.mm,77,33546,103070,20,Optimal,5.29,No
j1046_2.mm,70,35294,103171,14,Optimal,0.78,No
j1046_3.mm,82,38236,118249,15,Optimal,0.92,No
j1046_4.mm,78,36116,111474,18,Optimal,0.78,No
j1046_5.mm,84,45296,134647,18,Optimal,1.08,No
j1046_6.mm,86,36155,117569,23,Optimal,0.97,No
j1046_7.mm,64,23663,73965,21,Optimal,0.56,No
j1046_8.mm,80,39702,119814,21,Optimal,0.94,No
j1046_9.mm,73,30284,94893,16,Optimal,0.72,No
j1047_1.mm,79,26903,93188,20,Optimal,0.70,No
j1047_10.mm,86,31820,107982,29,Optimal,0.97,No
j1047_2.mm,77,46271,130418,15,Optimal,1.00,No
j1047_3.mm,74,33968,103445,19,Optimal,0.85,No
j1047_4.mm,84,29162,102448,25,Optimal,0.78,No
j1047_5.mm,66,32685,94561,16,Optimal,0.69,No
j1047_6.mm,68,29827,89612,19,Optimal,0.55,No
j1047_7.mm,83,35405,110719,18,Optimal,5.49,No
j1047_8.mm,81,37595,115616,21,Optimal,0.88,No
j1047_9.mm,77,44663,127544,16,Optimal,0.92,No
j1048_1.mm,86,43879,134715,16,Optimal,0.96,No
j1048_10.mm,77,34228,105235,16,Optimal,0.77,No
j1048_2.mm,79,36710,111241,16,Optimal,0.83,No
j1048_3.mm,70,41743,115038,13,Optimal,0.72,No
j1048_4.mm,86,44663,135676,10,Optimal,0.99,No
j1048_5.mm,73,41548,118559,14,Optimal,0.92,No
j1048_6.mm,77,34051,106023,14,Optimal,0.77,No
j1048_7.mm,78,43488,124823,14,Optimal,1.07,No
j1048_8.mm,86,42955,132923,24,Optimal,1.10,No
j1048_9.mm,89,37417,124177,16,Optimal,-0.50,No
j104_1.mm,89,10594,68604,27,Optimal,0.44,No
j104_10.mm,74,9441,56365,15,Optimal,0.37,No
j104_2.mm,71,8185,50604,20,Optimal,0.34,No
j104_3.mm,82,9845,62857,23,Optimal,0.41,No
j104_4.mm,78,10304,59946,15,Optimal,0.40,No
j104_5.mm,90,11100,72360,31,Optimal,0.51,No
j104_6.mm,74,8202,51377,21,Optimal,0.36,No
j104_8.mm,84,10588,66305,19,Optimal,5.71,No
j104_9.mm,86,11885,70321,21,Optimal,0.51,No
j1050_1.mm,85,42174,126654,13,Optimal,1.00,No
j1050_10.mm,75,37405,112048,17,Optimal,0.90,No
j1050_2.mm,85,44678,133424,20,Optimal,1.07,No
j1050_3.mm,68,29028,87396,17,Optimal,0.69,No
j1050_4.mm,85,39308,122053,20,Optimal,0.93,No
j1050_5.mm,76,53759,144966,10,Optimal,1.09,No
j1050_6.mm,77,53062,143120,12,Optimal,1.11,No
j1050_7.mm,92,44883,138355,26,Optimal,1.04,No
j1050_8.mm,74,48973,132988,11,Optimal,1.04,No
j1050_9.mm,83,37815,117014,20,Optimal,0.90,No
