instance;best_makespan;opt_or_unsat_certified;time
j30t1_32_9.smt;75;yes;4,06
j30t1_3_2.smt;61;yes;0,08
j30t1_33_10.smt;64;yes;0,06
j30t1_33_1.smt;78;yes;0,43
j30t1_33_2.smt;64;yes;0,46
j30t1_33_3.smt;57;yes;0,14
j30t1_33_4.smt;100;yes;0,16
j30t1_33_5.smt;82;yes;0,19
j30t1_33_6.smt;73;yes;0,06
j30t1_33_7.smt;71;yes;0,05
j30t1_33_8.smt;72;yes;0,12
j30t1_33_9.smt;75;yes;0,22
j30t1_3_3.smt;77;yes;0,14
j30t1_34_10.smt;73;yes;0,10
j30t1_34_1.smt;98;yes;0,18
j30t1_34_2.smt;49;yes;0,05
j30t1_34_3.smt;92;yes;0,08
j30t1_34_4.smt;117;yes;0,39
j30t1_34_5.smt;74;yes;0,10
j30t1_34_6.smt;61;yes;0,04
j30t1_34_7.smt;81;yes;0,13
j30t1_34_8.smt;66;yes;0,14
j30t1_34_9.smt;77;yes;0,13
j30t1_3_4.smt;105;yes;0,15
j30t1_35_10.smt;61;yes;0,06
j30t1_35_1.smt;67;yes;0,05
j30t1_35_2.smt;80;yes;0,16
j30t1_35_3.smt;66;yes;0,05
j30t1_35_4.smt;75;yes;0,37
j30t1_35_5.smt;65;yes;0,06
j30t1_35_6.smt;66;yes;0,07
j30t1_35_7.smt;61;yes;0,07
j30t1_35_8.smt;79;yes;0,09
j30t1_35_9.smt;74;yes;0,06
j30t1_3_5.smt;63;yes;0,07
j30t1_36_10.smt;71;yes;0,06
j30t1_36_1.smt;69;yes;0,04
j30t1_36_2.smt;48;yes;0,10
j30t1_36_3.smt;92;yes;0,38
j30t1_36_4.smt;59;yes;0,00
j30t1_36_5.smt;88;yes;0,11
j30t1_36_6.smt;54;yes;0,03
j30t1_36_7.smt;87;yes;0,15
j30t1_36_8.smt;77;yes;0,07
j30t1_36_9.smt;67;yes;0,04
j30t1_3_6.smt;59;yes;0,16
j30t1_37_10.smt;83;yes;1,31
j30t1_37_1.smt;82;yes;0,66
j30t1_37_2.smt;77;yes;1,10
j30t1_37_3.smt;96;yes;0,79
j30t1_37_4.smt;99;yes;1,28
j30t1_37_5.smt;90;yes;3,09
j30t1_37_6.smt;81;yes;0,57
j30t1_37_7.smt;102;yes;0,85
j30t1_37_8.smt;100;yes;0,71
j30t1_37_9.smt;58;yes;0,32
j30t1_3_7.smt;54;yes;0,07
j30t1_38_10.smt;86;yes;0,41
j30t1_38_1.smt;58;yes;0,11
j30t1_38_2.smt;81;yes;1,10
j30t1_38_3.smt;104;yes;0,98
j30t1_38_4.smt;73;yes;0,51
j30t1_38_5.smt;79;yes;1,45
j30t1_38_6.smt;76;yes;0,19
j30t1_38_7.smt;70;yes;0,10
j30t1_38_8.smt;63;yes;0,18
j30t1_38_9.smt;70;yes;0,15
j30t1_3_8.smt;54;yes;0,00
j30t1_39_10.smt;63;yes;0,14
j30t1_39_1.smt;55;yes;0,32
j30t1_39_2.smt;79;yes;0,33
j30t1_39_3.smt;98;yes;1,07
j30t1_39_4.smt;88;yes;0,92
j30t1_39_5.smt;59;yes;0,10
j30t1_39_6.smt;69;yes;0,13
j30t1_39_7.smt;79;yes;0,24
j30t1_39_8.smt;90;yes;2,26
j30t1_39_9.smt;78;yes;2,09
j30t1_3_9.smt;86;yes;0,14
j30t1_40_10.smt;59;yes;0,11
j30t1_40_1.smt;51;yes;0,00
j30t1_40_2.smt;73;yes;0,22
j30t1_40_3.smt;78;yes;0,28
j30t1_40_4.smt;59;yes;0,09
j30t1_40_5.smt;84;yes;0,65
j30t1_40_6.smt;84;yes;0,30
j30t1_40_7.smt;46;yes;0,00
j30t1_40_8.smt;58;yes;0,04
j30t1_40_9.smt;64;yes;0,00
j30t1_4_10.smt;51;yes;0,03
j30t1_41_10.smt;118;yes;5,55
j30t1_41_1.smt;98;yes;1,46
j30t1_41_2.smt;86;yes;2,97
j30t1_41_3.smt;89;yes;2,83
j30t1_41_4.smt;93;yes;1,39
j30t1_41_5.smt;112;yes;4,63
j30t1_41_6.smt;125;yes;1,57
j30t1_41_7.smt;111;yes;3,14
