instance,horizon,variables,clauses,makespan,status,Solve time,timeout,error
j304_2.mm,252,288778,1379891,,Infeasible,14.9,No,
j304_3.mm,247,256778,1290907,,Infeasible,13.44,No,
j304_4.mm,227,290630,1296006,,Infeasible,12.65,No,
j304_5.mm,261,250191,1313411,,Infeasible,12.87,No,
j304_6.mm,248,312916,1428414,,Infeasible,14.79,No,
j304_7.mm,246,271564,1325995,,Infeasible,13.41,No,
j304_8.mm,247,279667,1350966,,Infeasible,13.71,No,
j304_9.mm,237,236309,1210319,,Infeasible,12.01,No,
j3050_1.mm,228,206627,1129903,28,Optimal,9.99,No,
j3050_10.mm,248,231690,1265034,30,Optimal,11.22,No,
j3050_2.mm,247,211972,1213570,37,Optimal,10.72,No,
j3050_3.mm,241,208782,1168919,43,Optimal,10.64,No,
j3050_4.mm,255,248846,1315438,34,Optimal,11.85,No,
j3050_5.mm,247,224857,1256008,37,Optimal,10.79,No,
j3050_6.mm,234,183513,1078150,37,Optimal,9.58,No,
j3050_7.mm,237,230007,1227430,22,Optimal,10.83,No,
j3050_8.mm,258,205947,1265600,27,Optimal,12.49,No,
j3050_9.mm,246,277505,1339391,25,Optimal,12.25,No,
j3051_1.mm,247,262450,1310668,32,Optimal,11.54,No,
j3051_10.mm,238,244873,1212286,27,Optimal,10.46,No,
j3051_2.mm,242,282961,1362164,23,Optimal,13.67,No,
j3051_3.mm,250,250250,1318239,27,Optimal,11.9,No,
j3051_4.mm,250,252969,1259174,51,Optimal,11.2,No,
j3051_5.mm,243,261967,1280658,33,Optimal,11.69,No,
j3051_6.mm,246,252867,1268046,38,Optimal,11.34,No,
j3051_7.mm,231,264276,1252848,26,Optimal,10.72,No,
j3051_8.mm,244,237348,1245720,33,Optimal,10.84,No,
j3051_9.mm,234,261658,1244335,35,Optimal,11.2,No,
j3052_1.mm,242,275256,1318517,32,Optimal,11.64,No,
j3052_10.mm,235,289990,1321586,29,Optimal,12.25,No,
j3052_2.mm,239,253182,1267298,23,Optimal,11.28,No,
j3052_3.mm,227,248224,1196329,22,Optimal,10.49,No,
j3052_4.mm,242,281741,1331602,29,Optimal,11.48,No,
j3052_5.mm,262,334617,1546894,30,Optimal,13.96,No,
j3052_6.mm,244,256196,1279631,30,Optimal,11.5,No,
j3052_7.mm,238,281019,1318667,30,Optimal,11.76,No,
j3052_8.mm,219,244922,1140176,26,Optimal,10.45,No,
j3052_9.mm,242,273300,1299753,31,Optimal,11.78,No,
j3053_1.mm,241,437209,1742330,42,Optimal,78.76,No,
j3053_10.mm,225,374455,1527706,37,Optimal,19.62,No,
j3053_2.mm,233,416141,1672440,38,Optimal,42.15,No,
j3053_3.mm,236,387825,1610006,34,Optimal,26.24,No,
j3053_4.mm,238,424710,1705198,44,Optimal,142.94,No,
j3053_5.mm,245,428354,1721487,50,Feasible,59.97,Yes,wall-time kill (parent)
j3053_6.mm,242,417947,1698700,43,Optimal,177.07,No,
j3053_7.mm,247,409750,1727781,38,Feasible,622.6,Yes,
j3053_8.mm,234,422082,1671466,40,Feasible,452.68,Yes,wall-time kill (parent)
j3053_9.mm,246,428799,1751131,42,Optimal,355.35,No,
j3054_1.mm,232,472189,1709726,33,Optimal,16.92,No,
j3054_10.mm,245,510641,1846220,29,Optimal,27.1,No,
j3054_2.mm,239,510246,1836250,28,Optimal,23.51,No,
j3054_3.mm,243,546836,1930865,22,Optimal,21.9,No,
j3054_4.mm,242,497511,1842116,30,Optimal,20.36,No,
j3054_5.mm,237,539664,1873699,28,Optimal,19.78,No,
j3054_6.mm,244,564310,1959392,30,Optimal,18.96,No,
j3054_7.mm,243,495113,1779520,39,Optimal,16.77,No,
j3054_8.mm,263,584879,2090253,31,Optimal,19.23,No,
j3054_9.mm,231,490351,1751424,28,Optimal,17.81,No,
j3055_1.mm,245,600159,2047086,29,Optimal,19.38,No,
j3055_10.mm,238,462040,1727441,29,Optimal,18.87,No,
j3055_2.mm,247,547865,1930488,31,Optimal,19.01,No,
j3055_3.mm,230,574267,1936013,28,Optimal,18.1,No,
j3055_4.mm,225,521700,1764494,41,Optimal,16.4,No,
j3055_5.mm,226,498156,1738095,24,Optimal,17.24,No,
j3055_6.mm,233,584636,1987829,25,Optimal,17.96,No,
j3055_7.mm,237,500407,1759369,44,Optimal,17.07,No,
j3055_8.mm,245,570646,1941338,44,Optimal,17.53,No,
j3055_9.mm,246,576880,2023883,27,Optimal,18.82,No,
j3056_1.mm,238,552778,1918960,21,Optimal,18.71,No,
j3056_10.mm,230,595022,1929326,39,Optimal,17.92,No,
j3056_2.mm,241,512430,1810630,31,Optimal,17.17,No,
j3056_3.mm,239,549224,1904600,34,Optimal,18.38,No,
j3056_4.mm,229,502871,1770891,32,Optimal,16.1,No,
j3056_5.mm,249,706421,2247796,29,Optimal,21.75,No,
j3056_6.mm,235,629756,2060717,26,Optimal,19.17,No,
j3056_7.mm,235,628042,1998304,30,Optimal,18.83,No,
j3056_8.mm,243,654319,2139735,29,Optimal,21.2,No,
j3056_9.mm,238,594444,1995703,33,Optimal,19.58,No,
j3057_1.mm,217,170213,979466,30,Optimal,9.08,No,
j3057_10.mm,251,179830,1152905,32,Optimal,10.29,No,
j3057_2.mm,227,157477,995407,32,Optimal,11.71,No,
j3057_3.mm,237,188978,1116039,29,Optimal,9.46,No,
j3057_4.mm,227,156134,1007644,29,Optimal,10.41,No,
j3057_5.mm,221,184933,1045715,27,Optimal,11.28,No,
j3057_6.mm,225,198546,1109316,23,Optimal,11.2,No,
j3057_7.mm,246,196301,1192937,27,Optimal,10.87,No,
j3057_8.mm,228,166163,1018136,29,Optimal,10.69,No,
j3057_9.mm,210,172037,952378,26,Optimal,9.38,No,
j3058_1.mm,232,206980,1147776,30,Optimal,10.79,No,
j3058_10.mm,240,203588,1189537,27,Optimal,10.89,No,
j3058_2.mm,243,264334,1333886,32,Optimal,11.82,No,
j3058_3.mm,239,201583,1166091,31,Optimal,11.04,No,
j3058_4.mm,238,214010,1202410,27,Optimal,10.38,No,
j3058_5.mm,251,254009,1313513,28,Optimal,11.43,No,
j3058_6.mm,246,255277,1314495,24,Optimal,12.61,No,
j3058_7.mm,249,223985,1251257,26,Optimal,11.31,No,
j3058_8.mm,256,226121,1298879,28,Optimal,11.1,No,
j3058_9.mm,257,218360,1290327,30,Optimal,10.78,No,
j3059_1.mm,255,242783,1326809,24,Optimal,11.89,No,
j3059_10.mm,257,267128,1353803,29,Optimal,13.2,No,
j3059_2.mm,251,289001,1395696,23,Optimal,12.56,No,
j3059_3.mm,245,243192,1274137,34,Optimal,12.57,No,
j3059_4.mm,235,244692,1240505,25,Optimal,10.76,No,
j3059_5.mm,254,274360,1377762,28,Optimal,12.28,No,
j3059_6.mm,234,256076,1262125,27,Optimal,12.11,No,
j3059_7.mm,234,262056,1240422,34,Optimal,10.68,No,
j3059_8.mm,248,241032,1266921,26,Optimal,11.16,No,
j3059_9.mm,214,228131,1072030,34,Optimal,9.82,No,
j305_1.mm,247,396825,1669338,,Infeasible,16.37,No,
j305_10.mm,237,403127,1638801,,Infeasible,18.68,No,
j305_2.mm,234,446265,1714588,,Infeasible,18.24,No,
j305_3.mm,244,431564,1740442,,Infeasible,17.65,No,
j305_4.mm,241,427969,1702235,,Infeasible,17.11,No,
j305_5.mm,250,456554,1835879,,Infeasible,17.83,No,
j305_6.mm,254,355540,1566965,,Infeasible,16.73,No,
j305_7.mm,253,452071,1850913,,Infeasible,20.29,No,
j305_8.mm,249,399452,1695479,,Infeasible,17.61,No,
j305_9.mm,249,436965,1787727,,Infeasible,21.66,No,
j3060_1.mm,246,315643,1431554,22,Optimal,13.96,No,
j3060_10.mm,230,297515,1330223,23,Optimal,12.49,No,
j3060_2.mm,250,265133,1319700,38,Optimal,12.02,No,
j3060_3.mm,254,263862,1329921,39,Optimal,12.68,No,
j3060_4.mm,247,288416,1366821,23,Optimal,12.53,No,
j3060_5.mm,243,275189,1323597,34,Optimal,13.1,No,
j3060_6.mm,237,235947,1195403,36,Optimal,10.5,No,
j3060_7.mm,239,251946,1275823,25,Optimal,12.05,No,
j3060_8.mm,238,286716,1301280,29,Optimal,12.61,No,
j3060_9.mm,232,254719,1222844,31,Optimal,11.43,No,
j3061_1.mm,236,424491,1682170,37,Optimal,28,No,
j3061_10.mm,249,389673,1655308,41,Optimal,41,No,
j3061_2.mm,240,405754,1683872,36,Optimal,25.29,No,
j3061_3.mm,239,426868,1712802,39,Optimal,33.31,No,
j3061_4.mm,241,452130,1808573,38,Optimal,72.27,No,
j3061_5.mm,238,420983,1695583,39,Optimal,47.77,No,
j3061_6.mm,234,399401,1632727,35,Optimal,108.47,No,
j3061_7.mm,249,401684,1655702,44,Optimal,54.21,No,
j3061_8.mm,230,344457,1455023,46,Optimal,27.25,No,
j3061_9.mm,244,437511,1753408,44,Optimal,87.52,No,
j3062_1.mm,253,501506,1890586,26,Optimal,19.57,No,
j3062_10.mm,230,434947,1640255,26,Optimal,15.28,No,
j3062_2.mm,232,488443,1771478,33,Optimal,19.49,No,
j3062_3.mm,239,391016,1615717,26,Optimal,16.09,No,
j3062_4.mm,261,538749,1986502,33,Optimal,18.36,No,
j3062_5.mm,265,588874,2089278,42,Optimal,19.33,No,
j3062_6.mm,246,377524,1623061,36,Optimal,18.06,No,
j3062_7.mm,244,529330,1874631,27,Optimal,17.84,No,
j3062_8.mm,248,475493,1806682,38,Optimal,16.15,No,
j3062_9.mm,221,435819,1594022,26,Optimal,14.88,No,
j3063_1.mm,231,497873,1743510,29,Optimal,15.37,No,
j3063_10.mm,243,648453,2152076,27,Optimal,19.97,No,
j3063_2.mm,237,604069,2002953,30,Optimal,18.17,No,
j3063_3.mm,236,649585,2129849,24,Optimal,20.73,No,
j3063_4.mm,248,602787,2077881,31,Optimal,20.83,No,
j3063_5.mm,256,571990,2013988,37,Optimal,18.86,No,
j3063_6.mm,252,504770,1851312,39,Optimal,17.05,No,
j3063_7.mm,236,562804,1935860,26,Optimal,19,No,
j3063_8.mm,242,505510,1820879,31,Optimal,16.95,No,
j3063_9.mm,233,540140,1885526,25,Optimal,18.62,No,
j3064_1.mm,260,645974,2224320,25,Optimal,22.45,No,
j3064_10.mm,239,586541,1965019,36,Optimal,18.58,No,
j3064_2.mm,238,615766,2018294,23,Optimal,20.13,No,
j3064_3.mm,230,606329,1917997,34,Optimal,18.68,No,
j3064_4.mm,242,668373,2189901,25,Optimal,20.53,No,
j3064_5.mm,241,643613,2101299,36,Optimal,21.54,No,
j3064_6.mm,246,626038,2112394,29,Optimal,21.22,No,
j3064_7.mm,234,480320,1732770,34,Optimal,16.54,No,
j3064_8.mm,248,604936,2075764,23,Optimal,20.11,No,
j3064_9.mm,241,583865,1999902,31,Optimal,20.83,No,
j306_1.mm,239,438020,1687943,,Infeasible,16.61,No,
j306_10.mm,224,528162,1790633,,Infeasible,18.66,No,
j306_2.mm,237,401832,1652847,,Infeasible,16.51,No,
j306_3.mm,249,496892,1856442,,Infeasible,22.82,No,
j306_4.mm,229,377323,1529071,,Infeasible,17.12,No,
j306_5.mm,247,432400,1769478,,Infeasible,16.82,No,
j306_6.mm,223,459039,1631661,,Infeasible,16.44,No,
j306_7.mm,242,523188,1850336,,Infeasible,19.17,No,
j306_8.mm,252,549612,1990290,,Infeasible,20.64,No,
j306_9.mm,246,452206,1737060,,Infeasible,19.41,No,
j307_1.mm,227,521722,1785752,,Infeasible,18.89,No,
j307_10.mm,238,561415,1925553,,Infeasible,18.76,No,
j307_2.mm,221,472144,1646495,,Infeasible,17.31,No,
j307_3.mm,239,546310,1926815,,Infeasible,19.63,No,
j307_4.mm,248,555149,1963096,,Infeasible,19.67,No,
j307_5.mm,249,578951,1994476,,Infeasible,20.17,No,
j307_6.mm,220,469789,1626340,,Infeasible,16.75,No,
j307_7.mm,241,571521,1957971,,Infeasible,19.3,No,
j307_8.mm,241,547089,1919343,47,Optimal,23.88,No,
j307_9.mm,239,484591,1742207,,Infeasible,19.29,No,
j308_1.mm,226,678493,2045258,,Infeasible,22.04,No,
j308_10.mm,242,525184,1835527,,Infeasible,19.58,No,
j308_2.mm,229,648314,2015633,,Infeasible,21.81,No,
j308_3.mm,239,585730,1988944,,Infeasible,19.77,No,
j308_4.mm,224,510074,1742700,,Infeasible,16.9,No,
j308_5.mm,259,612275,2116056,,Infeasible,22.79,No,
j308_6.mm,238,772890,2309984,46,Optimal,26.26,No,
j308_7.mm,239,551585,1914414,,Infeasible,19.66,No,
j308_8.mm,238,572490,1937487,,Infeasible,19.82,No,
j308_9.mm,235,497392,1770384,,Infeasible,18.67,No,
j309_1.mm,225,176962,1042494,31,Optimal,10.37,No,
j309_10.mm,226,159245,1010876,25,Optimal,11.52,No,
j309_2.mm,254,179253,1169335,27,Optimal,11.91,No,
j309_3.mm,238,172901,1080816,34,Optimal,10.52,No,
j309_4.mm,224,183018,1039049,30,Optimal,11.9,No,
j309_5.mm,253,183762,1203054,27,Optimal,11.99,No,
j309_6.mm,237,206932,1173495,31,Optimal,12.42,No,
j309_7.mm,229,203867,1130265,35,Optimal,10.09,No,
j309_8.mm,216,175018,1004159,26,Optimal,9.81,No,
j309_9.mm,237,204302,1155842,32,Optimal,12.34,No,
